meanRevs4,meanRevs6,meanRevs8,participant,condLabel,ptnt4,ptnt6,ptnt8,norm4,norm6,norm8,expName,expPara,time,dom,session,nRevs,mcSz,mcSf,mcBv,mcBsf,mcPeriGap,mcPeriFade,targSz,targSf,targOri1,targOri2,targXoff1,targXoff2,targYoff,targV,targTtot,targTpeak,trialT,fixCross,"Mask
-1.4875,-1.625,-1.59375,17,mcBv-0.01_tgT-1.66_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,1.01197479,0.927820513,0.946372549,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
-1.6,-1.6,-1.6,17,mcBv-9.6_tgT-0.33_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,0.940820313,0.942317708,0.942675781,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.6125,-1.641666667,-1.65,17,mcBv-9.6_tgT-0.33_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,0.933527132,0.918401015,0.914109848,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,16,"Dynamic mask
Center target"
-1.545,-1.48,-1.46625,17,mcBv-9.6_tgT-0.66_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,0.974312298,1.018721847,1.028665814,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.655,-1.653333333,-1.68375,17,mcBv-9.6_tgT-0.66_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,0.909554381,0.911920363,0.895786934,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,16,"Dynamic mask
Center target"
-1.535,-1.49,-1.42375,17,mcBv-9.6_tgT-1.0_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,0.980659609,1.011884787,1.059372256,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.6875,-1.641666667,-1.65,17,mcBv-9.6_tgT-1.0_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,0.892037037,0.918401015,0.914109848,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,16,"Dynamic mask
Center target"
-1.525,-1.533333333,-1.525,17,mcBv-9.6_tgT-1.33_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,0.987090164,0.983288043,0.989036885,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-1.615,-1.61,-1.62625,17,mcBv-9.6_tgT-1.33_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,0.932082043,0.936464803,0.927459646,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,16,"Dynamic mask
Center target"
-1.495,-1.48,-1.46625,17,mcBv-9.6_tgT-1.66_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,1.006897993,1.018721847,1.028665814,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-1.745,-1.763333333,-1.76625,17,mcBv-9.6_tgT-1.66_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,0.862643266,0.855033081,0.853945506,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,16,"Dynamic mask
Center target"
-1.7175,-1.728333333,-1.715,18,mcBv-0.01_tgT-0.33_tgEcc-100,-1.8080625,-1.780375,-1.75528125,1.052729258,1.030110897,1.023487609,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,0,"Static mask
Peripheral target"
-1.68,-1.636666667,-1.5775,18,mcBv-0.01_tgT-0.33_tgEcc-28,-1.8080625,-1.780375,-1.75528125,1.076227679,1.087805499,1.112698098,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,0,"Static mask
Center target"
-1.675,-1.675,-1.63125,18,mcBv-0.01_tgT-0.66_tgEcc-100,-1.8080625,-1.780375,-1.75528125,1.079440299,1.062910448,1.076034483,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,0,"Static mask
Peripheral target"
-1.925,-1.9,-1.8625,18,mcBv-0.01_tgT-0.66_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.939253247,0.937039474,0.942432886,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,0,"Static mask
Center target"
-1.74875,-1.715833333,-1.686875,18,mcBv-0.01_tgT-1.0_tgEcc-100,-1.8080625,-1.780375,-1.75528125,1.033917084,1.037615347,1.040552056,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-1.9075,-1.846666667,-1.79125,18,mcBv-0.01_tgT-1.0_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.947870249,0.964101986,0.979919749,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,0,"Static mask
Center target"
-1.82125,-1.764166667,-1.748125,18,mcBv-0.01_tgT-1.33_tgEcc-100,-1.8080625,-1.780375,-1.75528125,0.992759094,1.00918753,1.004093672,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.85375,-1.8025,-1.795625,18,mcBv-0.01_tgT-1.33_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.975354012,0.987725381,0.977532196,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,0,"Static mask
Center target"
-1.59625,-1.614166667,-1.598125,18,mcBv-0.01_tgT-1.66_tgEcc-100,-1.8080625,-1.780375,-1.75528125,1.132693814,1.102968508,1.098337896,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-1.86,-1.84,-1.83,18,mcBv-0.01_tgT-1.66_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.972076613,0.967595109,0.959170082,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
-1.815,-1.726666667,-1.695,18,mcBv-9.6_tgT-0.33_tgEcc-100,-1.8080625,-1.780375,-1.75528125,0.996177686,1.031105212,1.035564159,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.88625,-1.8575,-1.855625,18,mcBv-9.6_tgT-0.33_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.958548708,0.958479139,0.945924554,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,16,"Dynamic mask
Center target"
-1.87625,-1.834166667,-1.775625,18,mcBv-9.6_tgT-0.66_tgEcc-100,-1.8080625,-1.780375,-1.75528125,0.963657562,0.970672422,0.988542767,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.90625,-1.8875,-1.878125,18,mcBv-9.6_tgT-0.66_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.948491803,0.943245033,0.934592346,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,16,"Dynamic mask
Center target"
-1.665,-1.676666667,-1.70125,18,mcBv-9.6_tgT-1.0_tgEcc-100,-1.8080625,-1.780375,-1.75528125,1.085923423,1.061853877,1.031759735,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.925,-1.9,-1.8875,18,mcBv-9.6_tgT-1.0_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.939253247,0.937039474,0.929950331,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,16,"Dynamic mask
Center target"
-1.6875,-1.608333333,-1.5625,18,mcBv-9.6_tgT-1.33_tgEcc-100,-1.8080625,-1.780375,-1.75528125,1.071444444,1.106968912,1.12338,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-1.9,-1.9,-1.84375,18,mcBv-9.6_tgT-1.33_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.951611842,0.937039474,0.952016949,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,16,"Dynamic mask
Center target"
-1.7825,-1.771666667,-1.76625,18,mcBv-9.6_tgT-1.66_tgEcc-100,-1.8080625,-1.780375,-1.75528125,1.014340813,1.004915334,0.993789809,mc2_tgT-mcBv2,peri,2017-02-18_1633,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-1.9325,-1.921666667,-1.90375,18,mcBv-9.6_tgT-1.66_tgEcc-28,-1.8080625,-1.780375,-1.75528125,0.935608021,0.926474415,0.922012475,mc2_tgT-mcBv2,cent,2017-02-18_1703,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,16,"Dynamic mask
Center target"
-1.03375,-1.0225,-1.016875,19,mcBv-0.01_tgT-0.33_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,1.206469166,1.214955175,1.221112477,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,0,"Static mask
Peripheral target"
-1.275,-1.283333333,-1.25625,19,mcBv-0.01_tgT-0.33_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,0.978186275,0.968019481,0.988432836,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,0,"Static mask
Center target"
-0.93,-0.953333333,-0.9275,19,mcBv-0.01_tgT-0.66_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,1.341061828,1.303103147,1.338780323,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,0,"Static mask
Peripheral target"
-1.0525,-1.135,-1.22,19,mcBv-0.01_tgT-0.66_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,1.184976247,1.094530103,1.017802254,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,0,"Static mask
Center target"
-1.13875,-1.1425,-1.113125,19,mcBv-0.01_tgT-1.0_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,1.095225027,1.087345004,1.115524986,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-1.17625,-1.134166667,-1.113125,19,mcBv-0.01_tgT-1.0_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,1.060308183,1.095334313,1.115524986,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,0,"Static mask
Center target"
-1.095,-1.113333333,-1.11,19,mcBv-0.01_tgT-1.33_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,1.138984018,1.115830838,1.118665541,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.005,-1.103333333,-1.1525,19,mcBv-0.01_tgT-1.33_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,1.240982587,1.125944109,1.077413232,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,0,"Static mask
Center target"
-1.135,-1.106666667,-1.105,19,mcBv-0.01_tgT-1.66_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,1.098843612,1.122552711,1.123727376,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-1.10125,-1.0675,-1.100625,19,mcBv-0.01_tgT-1.66_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,1.132519864,1.163739266,1.128194208,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
-1.255,-1.286666667,-1.33375,19,mcBv-9.6_tgT-0.33_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,0.9937749,0.965511658,0.930998126,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.44625,-1.430833333,-1.448125,19,mcBv-9.6_tgT-0.33_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,0.862359551,0.86822947,0.857466552,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,16,"Dynamic mask
Center target"
-1.43125,-1.4375,-1.396875,19,mcBv-9.6_tgT-0.66_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,0.87139738,0.864202899,0.888926174,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.44125,-1.444166667,-1.439375,19,mcBv-9.6_tgT-0.66_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,0.865351258,0.860213503,0.862679114,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,16,"Dynamic mask
Center target"
-1.3925,-1.345,-1.32125,19,mcBv-9.6_tgT-1.0_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,0.89564632,0.923636927,0.939806055,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.3675,-1.295,-1.28375,19,mcBv-9.6_tgT-1.0_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,0.91202011,0.959298584,0.967259007,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,16,"Dynamic mask
Center target"
-1.50125,-1.484166667,-1.463125,19,mcBv-9.6_tgT-1.33_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,0.830766028,0.837029759,0.84867578,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-1.36625,-1.344166667,-1.339375,19,mcBv-9.6_tgT-1.33_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,0.912854529,0.924209547,0.927088194,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,16,"Dynamic mask
Center target"
-1.42375,-1.3325,-1.280625,19,mcBv-9.6_tgT-1.66_tgEcc-100,-1.2471875,-1.242291667,-1.24171875,0.875987709,0.932301438,0.969619327,mc2_tgT-mcBv2,peri,2017-02-20_1312,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-1.37625,-1.384166667,-1.413125,19,mcBv-9.6_tgT-1.66_tgEcc-28,-1.2471875,-1.242291667,-1.24171875,0.906221617,0.897501505,0.878704113,mc2_tgT-mcBv2,cent,2017-02-20_1333,1,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,16,"Dynamic mask
Center target"
-1.08375,-1.0725,-1.035625,20,mcBv-0.01_tgT-0.33_tgEcc-100,-1.11675,-1.118666667,-1.1368125,1.030449827,1.043045843,1.097706699,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,0,"Static mask
Peripheral target"
-1.04875,-1.0325,-1.024375,20,mcBv-0.01_tgT-0.33_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.064839094,1.083454399,1.10976205,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,0,"Static mask
Center target"
-1.13375,-1.155833333,-1.154375,20,mcBv-0.01_tgT-0.66_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.985005513,0.967844268,0.98478614,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,0,"Static mask
Peripheral target"
-1.08375,-1.039166667,-1.054375,20,mcBv-0.01_tgT-0.66_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.030449827,1.076503609,1.078186129,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,0,"Static mask
Center target"
-1.095,-1.08,-1.1225,20,mcBv-0.01_tgT-1.0_tgEcc-100,-1.11675,-1.118666667,-1.1368125,1.019863014,1.035802469,1.012750557,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-0.87125,-0.9475,-1.054375,20,mcBv-0.01_tgT-1.0_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.281779053,1.180650836,1.078186129,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,0,"Static mask
Center target"
-1.15,-1.133333333,-1.14375,20,mcBv-0.01_tgT-1.33_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.971086957,0.987058824,0.993934426,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.0075,-1.038333333,-1.0475,20,mcBv-0.01_tgT-1.33_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.108436725,1.077367576,1.08526253,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,0,"Static mask
Center target"
-1.19125,-1.160833333,-1.201875,20,mcBv-0.01_tgT-1.66_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.937460651,0.96367552,0.945865835,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-0.98375,-1.039166667,-1.079375,20,mcBv-0.01_tgT-1.66_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.13519695,1.076503609,1.053213665,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
-1.3525,-1.318333333,-1.33875,20,mcBv-9.6_tgT-0.33_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.825693161,0.848546144,0.849159664,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.13375,-1.139166667,-1.204375,20,mcBv-9.6_tgT-0.33_tgEcc-28,-1.11675,-1.118666667,-1.1368125,0.985005513,0.982004389,0.943902439,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,16,"Dynamic mask
Center target"
-1.335,-1.373333333,-1.38,20,mcBv-9.6_tgT-0.66_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.836516854,0.814563107,0.823777174,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.05625,-1.070833333,-1.078125,20,mcBv-9.6_tgT-0.66_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.057278107,1.044669261,1.054434783,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,16,"Dynamic mask
Center target"
-1.39125,-1.310833333,-1.276875,20,mcBv-9.6_tgT-1.0_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.802695418,0.853401144,0.89030837,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.06625,-1.0775,-1.083125,20,mcBv-9.6_tgT-1.0_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.047362251,1.038205723,1.049567224,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,16,"Dynamic mask
Center target"
-1.37,-1.313333333,-1.31625,20,mcBv-9.6_tgT-1.33_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.815145985,0.85177665,0.863675214,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-0.81,-0.856666667,-0.91125,20,mcBv-9.6_tgT-1.33_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.378703704,1.305836576,1.247530864,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,16,"Dynamic mask
Center target"
-1.35125,-1.334166667,-1.313125,20,mcBv-9.6_tgT-1.66_tgEcc-100,-1.11675,-1.118666667,-1.1368125,0.826456984,0.838475953,0.865730604,mc2_tgT-mcBv2,peri,2017-02-21_1540,0,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-0.82,-0.88,-0.91625,20,mcBv-9.6_tgT-1.66_tgEcc-28,-1.11675,-1.118666667,-1.1368125,1.361890244,1.271212121,1.240723056,mc2_tgT-mcBv2,cent,2017-02-21_1508,0,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,16,"Dynamic mask
Center target"
